path,emotion,source,intensity,augment_flag
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Sad/0013_001223.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1076_TIE_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1034_IOM_ANG_XX.wav,angry,CREMA-D,unspecified,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_seize_sad.wav,sad,TESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_angry/YAF_yearn_angry.wav,angry,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0006/Surprise/0006_001725.wav,surprise,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1022_ITH_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0020/Sad/0020_001116.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1078_IEO_NEU_XX.wav,neutral,CREMA-D,unspecified,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_sour_ps.wav,surprise,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0008/Happy/0008_001016.wav,happy,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_such_neutral.wav,neutral,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Happy/0002_000853.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0001/Sad/0001_001302.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Angry/0013_000604.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0001/Sad/0001_001391.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1059_ITS_ANG_XX.wav,angry,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Sad/0014_001309.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1028_IWW_HAP_XX.wav,happy,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Angry/0005_000694.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0006/Happy/0006_000867.wav,happy,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1001_TAI_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0007/Sad/0007_001054.wav,sad,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_sad/YAF_calm_sad.wav,sad,TESS,normal,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-06-02-02-02-01.wav,fear,RAVDESS,strong,False
/kaggle/input/cremad/AudioWAV/1027_TAI_HAP_XX.wav,happy,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0004/Neutral/0004_000150.wav,neutral,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_hate_disgust.wav,disgust,TESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_rat_neutral.wav,neutral,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1006_IEO_NEU_XX.wav,neutral,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0007/Neutral/0007_000253.wav,neutral,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_fear/YAF_mop_fear.wav,fear,TESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_fear/YAF_mode_fear.wav,fear,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0019/Angry/0019_000430.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Sad/0009_001055.wav,sad,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-06-02-01-02-05.wav,fear,RAVDESS,strong,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_kill_disgust.wav,disgust,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1024_MTI_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0015/Neutral/0015_000333.wav,neutral,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1074_MTI_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1006_ITS_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Surprise/0005_001588.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Neutral/0009_000072.wav,neutral,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1015_DFA_SAD_XX.wav,sad,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0012/Sad/0012_001394.wav,sad,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_shack_ps.wav,surprise,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Sad/0014_001374.wav,sad,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_judge_disgust.wav,disgust,TESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_nag_disgust.wav,disgust,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0004/Sad/0004_001398.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Angry/0018_000688.wav,angry,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1080_DFA_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_14/03-01-03-01-02-01-14.wav,happy,RAVDESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Angry/0009_000624.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0004/Happy/0004_000702.wav,happy,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1060_MTI_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0011/Surprise/0011_001549.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0015/Sad/0015_001052.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1044_MTI_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1063_ITS_NEU_XX.wav,neutral,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1022_TIE_HAP_XX.wav,happy,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0011/Happy/0011_001037.wav,happy,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_18/03-01-07-02-01-02-18.wav,disgust,RAVDESS,strong,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_jug_disgust.wav,disgust,TESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_fear/YAF_tire_fear.wav,fear,TESS,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_08/03-01-07-02-02-01-08.wav,disgust,RAVDESS,strong,False
/kaggle/input/cremad/AudioWAV/1090_WSI_NEU_XX.wav,neutral,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Sad/0018_001144.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Happy/0005_000805.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0012/Angry/0012_000699.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0003/Happy/0003_000786.wav,happy,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-04-02-02-02-08.wav,sad,RAVDESS,strong,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Neutral/0014_000155.wav,neutral,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1060_IEO_ANG_LO.wav,angry,CREMA-D,low,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Sad/0005_001259.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1081_ITS_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0017/Neutral/0017_000266.wav,neutral,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_hole_disgust.wav,disgust,TESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_fear/YAF_doll_fear.wav,fear,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1055_IOM_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0004/Surprise/0004_001566.wav,surprise,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_pike_disgust.wav,disgust,TESS,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_20/03-01-07-02-02-02-20.wav,disgust,RAVDESS,strong,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0015/Happy/0015_000763.wav,happy,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1030_IEO_ANG_HI.wav,angry,CREMA-D,high,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_12/03-01-06-01-02-01-12.wav,fear,RAVDESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0011/Surprise/0011_001566.wav,surprise,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_14/03-01-03-01-01-01-14.wav,happy,RAVDESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Neutral/0002_000142.wav,neutral,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_jug_neutral.wav,neutral,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0008/Happy/0008_000877.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0016/Neutral/0016_000052.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0015/Happy/0015_000797.wav,happy,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_07/03-01-04-02-02-01-07.wav,sad,RAVDESS,strong,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Neutral/0009_000281.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0011/Angry/0011_000683.wav,angry,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1064_IEO_DIS_MD.wav,disgust,CREMA-D,medium,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_pick_neutral.wav,neutral,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Happy/0009_000764.wav,happy,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_back_disgust.wav,disgust,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Sad/0018_001294.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1014_IEO_FEA_MD.wav,fear,CREMA-D,medium,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Angry/0005_000392.wav,angry,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_21/03-01-04-02-01-02-21.wav,sad,RAVDESS,strong,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_sad/YAF_beg_sad.wav,sad,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1061_TAI_NEU_XX.wav,neutral,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0004/Angry/0004_000464.wav,angry,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_bite_disgust.wav,disgust,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0017/Happy/0017_000742.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Surprise/0013_001576.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Happy/0002_000966.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Neutral/0009_000138.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0006/Neutral/0006_000159.wav,neutral,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_14/03-01-06-02-02-02-14.wav,fear,RAVDESS,strong,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0019/Sad/0019_001211.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1080_TSI_SAD_XX.wav,sad,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Happy/0014_000771.wav,happy,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1035_WSI_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0012/Sad/0012_001191.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0010/Neutral/0010_000069.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0015/Neutral/0015_000142.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Neutral/0013_000008.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0004/Surprise/0004_001745.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Surprise/0014_001734.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Sad/0005_001097.wav,sad,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_keep_neutral.wav,neutral,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Sad/0018_001088.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Sad/0018_001059.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1034_TAI_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0017/Surprise/0017_001681.wav,surprise,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1002_ITS_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Angry/0013_000626.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0010/Happy/0010_000980.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0001/Surprise/0001_001688.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0007/Surprise/0007_001605.wav,surprise,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_22/03-01-06-02-01-01-22.wav,fear,RAVDESS,strong,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0017/Surprise/0017_001482.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0019/Angry/0019_000563.wav,angry,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1008_IEO_DIS_LO.wav,disgust,CREMA-D,low,False
/kaggle/input/cremad/AudioWAV/1022_MTI_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1041_ITH_SAD_XX.wav,sad,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0007/Sad/0007_001195.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0017/Sad/0017_001261.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1061_DFA_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1068_TSI_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1036_MTI_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Fear/OAF_learn_fear.wav,fear,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Sad/0018_001321.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0020/Sad/0020_001302.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Happy/0014_000919.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Angry/0018_000482.wav,angry,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1091_ITH_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Neutral/0002_000115.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0020/Neutral/0020_000297.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0016/Sad/0016_001140.wav,sad,ESD,normal,False
